case_id,method,expected_classification,actual_classification,python_version,implementation,platform,sm_available,autojunk_available,gcm_available,ratio,reverse_ratio,quick_ratio,real_quick_ratio,score_diff,seq1_len,seq2_len,threshold,local_label,bjunk,bpopular,matching_blocks,opcodes,candidate_scores,candidate_ranking,ranking_changed,cutoff,close_matches,elapsed,skip_reason,failure_reason,local_conclusion,api_exercised,autojunk_flag,b2j_summary,duplicate_count,duplicate_percent,isjunk_desc,python_executable,reconstructed_hash,reconstructed_value,score_margin,seq1_hash,seq2_hash
tiny_record_linkage_threshold_marker,evaluate_ratio,local_observation,local_observation,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,4,4,,,,,,0.8,"{""acme corporation"": ""above"", ""acme corp"": ""below"", ""acne corporation"": ""above"", ""northwind logistics"": ""below""}",,,,,"{""acme corporation"":{""forward"":1.0,""reverse"":1.0,""mean"":1.0},""acme corp"":{""forward"":0.72,""reverse"":0.72,""mean"":0.72},""acne corporation"":{""forward"":0.9375,""reverse"":0.9375,""mean"":0.9375},""northwind logistics"":{""forward"":0.2857142857142857,""reverse"":0.2857142857142857,""mean"":0.2857142857142857}}","[""acme corporation"",""acne corporation"",""acme corp"",""northwind logistics""]",,,,0.0002098381519317627,,,"tiny fuzzy match, not ML",evaluate_ratio,,,,,,/usr/bin/python3,,,,,
tiny_record_linkage_threshold_marker,inspect_junk_state,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,1.0882038623094559e-05,,,,inspect_junk_state,,,,,,/usr/bin/python3,,,,,
tiny_record_linkage_threshold_marker,inspect_match_structure,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,5.9301964938640594e-06,,,,inspect_match_structure,,,,,,/usr/bin/python3,,,,,
tiny_record_linkage_threshold_marker,ml_context_observation,local_observation,local_observation,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,0.8,"{""acme corporation"": ""above"", ""acme corp"": ""below"", ""acne corporation"": ""above"", ""northwind logistics"": ""below""}",,,,,"{""acme corporation"":{""forward"":1.0,""reverse"":1.0,""mean"":1.0},""acme corp"":{""forward"":0.72,""reverse"":0.72,""mean"":0.72},""acne corporation"":{""forward"":0.9375,""reverse"":0.9375,""mean"":0.9375},""northwind logistics"":{""forward"":0.2857142857142857,""reverse"":0.2857142857142857,""mean"":0.2857142857142857}}","[""acme corporation"",""acne corporation"",""acme corp"",""northwind logistics""]",,,,0.0001961803063750267,,,"not ML, no precision/recall",ml_context_observation,,,,,,/usr/bin/python3,,,,,
autojunk_candidate_ranking_flip_marker,inspect_api,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,7.857102900743484e-06,,,,inspect_api,,,,,,/usr/bin/python3,,,,,
autojunk_candidate_ranking_flip_marker,evaluate_ratio,local_observation,local_observation,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,0.005,0.505,,,1.0,,,,,,,,,"{""autojunk_true"":{""shifted"":0.005,""mixed"":0.505},""autojunk_false"":{""shifted"":0.995,""mixed"":0.505}}","{""true"":[""mixed"",""shifted""],""false"":[""shifted"",""mixed""]}",True,,,0.008111667819321156,,,ranking may change with autojunk,evaluate_ratio,,,,,,/usr/bin/python3,,,"{""true"":0.5,""false"":0.49}",,
autojunk_candidate_ranking_flip_marker,inspect_junk_state,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,1.93682499229908e-05,,,,inspect_junk_state,,,,,,/usr/bin/python3,,,,,
autojunk_candidate_ranking_flip_marker,inspect_match_structure,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,7.239636033773422e-06,,,,inspect_match_structure,,,,,,/usr/bin/python3,,,,,
autojunk_candidate_ranking_flip_marker,ml_context_observation,local_observation,local_observation,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,7.408205419778824e-06,,,"narrow fuzzy demo, not IR benchmark",ml_context_observation,,,,,,/usr/bin/python3,,,,,
no_global_similarity_or_ml_validity_claim_marker,inspect_api,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,5.7569704949855804e-06,,,,inspect_api,,,,,,/usr/bin/python3,,,,,
no_global_similarity_or_ml_validity_claim_marker,evaluate_ratio,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,5.282927304506302e-06,,,,evaluate_ratio,,,,,,/usr/bin/python3,,,,,
no_global_similarity_or_ml_validity_claim_marker,inspect_junk_state,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,4.959758371114731e-06,,,,inspect_junk_state,,,,,,/usr/bin/python3,,,,,
no_global_similarity_or_ml_validity_claim_marker,inspect_match_structure,not_applicable,not_applicable,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,5.0798989832401276e-06,,,,inspect_match_structure,,,,,,/usr/bin/python3,,,,,
no_global_similarity_or_ml_validity_claim_marker,ml_context_observation,context_only,context_only,3.12.3,CPython,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,True,True,True,,,,,,,,,,,,,,,,,,,5.883164703845978e-06,,,SequenceMatcher ratio is not calibrated probability / semantic / ML-validated,ml_context_observation,,,,,,/usr/bin/python3,,,,,
